"Plot Title: 20444040_HIMB2023"
"#","Date Time, GMT-10:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,09/20/23 12:10:00 PM,27.407,Logged,,,,
2,09/20/23 12:20:00 PM,27.974,,,,,
3,09/20/23 12:30:00 PM,28.048,,,,,
4,09/20/23 12:40:00 PM,27.924,,,,,
5,09/20/23 12:50:00 PM,27.974,,,,,
6,09/20/23 01:00:00 PM,27.924,,,,,
7,09/20/23 01:10:00 PM,27.924,,,,,
8,09/20/23 01:20:00 PM,27.949,,,,,
9,09/20/23 01:30:00 PM,27.875,,,,,
10,09/20/23 01:40:00 PM,27.825,,,,,
11,09/20/23 01:50:00 PM,27.801,,,,,
12,09/20/23 02:00:00 PM,27.751,,,,,
13,09/20/23 02:10:00 PM,27.727,,,,,
14,09/20/23 02:20:00 PM,27.727,,,,,
15,09/20/23 02:30:00 PM,27.727,,,,,
16,09/20/23 02:40:00 PM,27.653,,,,,
17,09/20/23 02:50:00 PM,27.653,,,,,
18,09/20/23 03:00:00 PM,27.677,,,,,
19,09/20/23 03:10:00 PM,27.677,,,,,
20,09/20/23 03:20:00 PM,27.677,,,,,
21,09/20/23 03:30:00 PM,27.653,,,,,
22,09/20/23 03:40:00 PM,27.628,,,,,
23,09/20/23 03:50:00 PM,27.604,,,,,
24,09/20/23 04:00:00 PM,27.579,,,,,
25,09/20/23 04:10:00 PM,27.554,,,,,
26,09/20/23 04:20:00 PM,27.530,,,,,
27,09/20/23 04:30:00 PM,27.505,,,,,
28,09/20/23 04:40:00 PM,27.481,,,,,
29,09/20/23 04:50:00 PM,27.481,,,,,
30,09/20/23 05:00:00 PM,27.505,,,,,
31,09/20/23 05:10:00 PM,27.530,,,,,
32,09/20/23 05:20:00 PM,27.505,,,,,
33,09/20/23 05:30:00 PM,27.481,,,,,
34,09/20/23 05:40:00 PM,27.431,,,,,
35,09/20/23 05:50:00 PM,27.407,,,,,
36,09/20/23 06:00:00 PM,27.382,,,,,
37,09/20/23 06:10:00 PM,27.358,,,,,
38,09/20/23 06:20:00 PM,27.358,,,,,
39,09/20/23 06:30:00 PM,27.333,,,,,
40,09/20/23 06:40:00 PM,27.333,,,,,
41,09/20/23 06:50:00 PM,27.333,,,,,
42,09/20/23 07:00:00 PM,27.333,,,,,
43,09/20/23 07:10:00 PM,27.284,,,,,
44,09/20/23 07:20:00 PM,27.284,,,,,
45,09/20/23 07:30:00 PM,27.259,,,,,
46,09/20/23 07:40:00 PM,27.235,,,,,
47,09/20/23 07:50:00 PM,27.210,,,,,
48,09/20/23 08:00:00 PM,27.210,,,,,
49,09/20/23 08:10:00 PM,27.235,,,,,
50,09/20/23 08:20:00 PM,27.259,,,,,
51,09/20/23 08:30:00 PM,27.235,,,,,
52,09/20/23 08:40:00 PM,27.259,,,,,
53,09/20/23 08:50:00 PM,27.284,,,,,
54,09/20/23 09:00:00 PM,27.284,,,,,
55,09/20/23 09:10:00 PM,27.259,,,,,
56,09/20/23 09:20:00 PM,27.235,,,,,
57,09/20/23 09:30:00 PM,27.210,,,,,
58,09/20/23 09:40:00 PM,27.186,,,,,
59,09/20/23 09:50:00 PM,27.161,,,,,
60,09/20/23 10:00:00 PM,27.161,,,,,
61,09/20/23 10:10:00 PM,27.136,,,,,
62,09/20/23 10:20:00 PM,27.136,,,,,
63,09/20/23 10:30:00 PM,27.112,,,,,
64,09/20/23 10:40:00 PM,27.087,,,,,
65,09/20/23 10:50:00 PM,27.087,,,,,
66,09/20/23 11:00:00 PM,27.063,,,,,
67,09/20/23 11:10:00 PM,27.063,,,,,
68,09/20/23 11:20:00 PM,27.063,,,,,
69,09/20/23 11:30:00 PM,27.063,,,,,
70,09/20/23 11:40:00 PM,27.087,,,,,
71,09/20/23 11:50:00 PM,27.087,,,,,
72,09/21/23 12:00:00 AM,27.087,,,,,
73,09/21/23 12:10:00 AM,27.112,,,,,
74,09/21/23 12:20:00 AM,27.087,,,,,
75,09/21/23 12:30:00 AM,27.063,,,,,
76,09/21/23 12:40:00 AM,27.063,,,,,
77,09/21/23 12:50:00 AM,27.063,,,,,
78,09/21/23 01:00:00 AM,27.063,,,,,
79,09/21/23 01:10:00 AM,27.063,,,,,
80,09/21/23 01:20:00 AM,27.063,,,,,
81,09/21/23 01:30:00 AM,27.063,,,,,
82,09/21/23 01:40:00 AM,27.063,,,,,
83,09/21/23 01:50:00 AM,27.087,,,,,
84,09/21/23 02:00:00 AM,27.087,,,,,
85,09/21/23 02:10:00 AM,27.063,,,,,
86,09/21/23 02:20:00 AM,27.063,,,,,
87,09/21/23 02:30:00 AM,27.063,,,,,
